"R","J","A"
0.0462920719912198,0.369959155754824,0.583748772253956
0.186058629860109,0.210485958472392,0.603455411667499
0.344044652540762,0.139821527295969,0.516133820163268
0.0218582703700369,0.311735464888442,0.666406264741521
0.097547588868419,0.201210624731983,0.701241786399598
0.128983124034048,0.318933619124441,0.552083256841511
0.094175585204,0.26320131342621,0.64262310136979
0.0780423589197735,0.454358719700528,0.467598921379698
0.0651068654099611,0.521907112493314,0.412986022096725
0.167237291377396,0.0433310289279238,0.789431679694681
0.131482617945887,0.232777056517556,0.635740325536556
0.0139202032061051,0.441818753232399,0.544261043561496
0.0805993246089894,0.320569592637916,0.598831082753094
0.0671466733418498,0.434360622901564,0.498492703756586
0.0452784044445263,0.419070320241708,0.535651275313765
0.0607978818183011,0.452474312147146,0.486727806034553
0.108088618241433,0.454307733539752,0.437603648218814
0.111936067509325,0.250832017290763,0.637231915199912
0.033938830302538,0.592954913860031,0.373106255837431
0.0135062268538733,0.254253106620327,0.732240666525799
0.0689037413492224,0.231166114421061,0.699930144229716
0.0624541098088456,0.0858641302008227,0.851681759990332
0.004909525757074,0.313994906231105,0.681095568011821
0.259930916605059,0.369041465066379,0.371027618328561
0.15588750368526,0.35137546515563,0.49273703115911
0.0336985725209327,0.479362388443504,0.486939039035564
0.142992150308726,0.49306170209524,0.363946147596034
0.018829575127961,0.406316465326881,0.574853959545158
0.0151498305877777,0.128123152607993,0.85672701680423
0.0207102247332959,0.278837124020493,0.700452651246211
0.0246271611759065,0.593263987105844,0.382108851718249
0.000720387307842456,0.56042281947762,0.438856793214538
0.0932143526017591,0.0321031519022217,0.874682495496019
0.119889162023241,0.122385673893068,0.757725164083691
0.0582133957098151,0.373594423514337,0.568192180775848
0.136173273918293,0.468328032348183,0.395498693733523
0.175344553875286,0.56655538842368,0.258100057701034
0.0113440687702358,0.543446037555866,0.445209893673899
0.0212678317024766,0.102231946868713,0.876500221428811
0.0135648791700595,0.237003778343942,0.749431342485999
0.0797436551393818,0.290262272788682,0.629994072071936
0.0422205740426196,0.494106753827051,0.46367267213033
0.11258911119876,0.545568073343371,0.341842815457868
0.0667728800178296,0.31156968447461,0.621657435507561
0.0443867832529475,0.301621277127191,0.653991939619862
0.0441124057746588,0.573619800894822,0.382267793330519
0.000610686103932041,0.401397942354693,0.597991371541375
0.261558998712438,0.140619586245588,0.597821415041974
0.04635556928492,0.409581121842121,0.544063308872959
0.0919354450454949,0.519011085865598,0.389053469088907
0.0631745627089663,0.378149672779042,0.558675764511991
0.0532993410600524,0.116409877072299,0.830290781867649
0.0192260996879783,0.244328449052125,0.736445451259897
0.389624471765527,0.331744183307978,0.278631344926495
0.193654679086958,0.131912523899581,0.674432797013462
0.138274076201242,0.399007084068114,0.462718839730644
0.0893379948173216,0.115866686974417,0.794795318208261
0.0142106575127784,0.076179326239235,0.909610016247987
0.0870238391438102,0.293860094222859,0.61911606663333
0.166147519717805,0.300272577271401,0.533579903010794
0.0814302939027092,0.41705301227111,0.501516693826181
0.0402970601656011,0.39886602321688,0.560836916617519
0.139398112472533,0.179561535188252,0.681040352339215
0.114815036364537,0.165388282154443,0.71979668148102
0.0466181461061832,0.365003215901413,0.588378637992404
0.00805155129296291,0.652518488534306,0.339429960172731
0.177803637552739,0.183379619188298,0.638816743258963
0.02944092316207,0.195350770463844,0.775208306374086
0.00108361527960522,0.390415402895436,0.608500981824959
0.175449390414348,0.379142290503881,0.445408319081772
0.0821883343438011,0.556878525533097,0.360933140123102
0.149894337812066,0.449559761144509,0.400545901043426
0.00583569563996338,0.210490760717742,0.783673543642294
0.0995948411097877,0.261149986841976,0.639255172048236
0.0802942282779547,0.232879154220087,0.686826617501958
0.123656180782972,0.563560271782088,0.31278354743494
0.0914426277823422,0.0946231327384092,0.813934239479249
0.0894658354896301,0.552251563166385,0.358282601343985
0.0680787985153019,0.338746834718746,0.593174366765952
0.114555579461939,0.462178972212247,0.423265448325815
0.312071130426293,0.228700605294353,0.459228264279353
0.418369130573238,0.125577642871139,0.456053226555622
0.257950006124603,0.172431379126925,0.569618614748472
0.0927452348207633,0.209992141151172,0.697262624028065
0.00459311164265518,0.170748750935463,0.824658137421881
0.0866837162187463,0.229252385499263,0.684063898281991
0.0617111661959282,0.168361276038217,0.769927557765854
0.131963080409426,0.487569735959963,0.380467183630611
0.0489369435416284,0.472764921274299,0.478298135184072
0.0708933104862813,0.389700571715723,0.539406117797996
0.00881332044365329,0.246555590065377,0.74463108949097
0.0328730157306634,0.316093416385097,0.65103356788424
0.00701554604835155,0.246787884490915,0.746196569460734
0.176040288634226,0.282164600065597,0.541795111300177
0.000772744938194817,0.280829749581496,0.718397505480309
0.00284712451390137,0.313422177109423,0.683730698376676
0.434648102331659,0.190025564787135,0.375326332881206
0.0777919197037475,0.420462355278971,0.501745725017281
0.125847849506946,0.256744789992443,0.617407360500611
0.0552243027927649,0.515443130538046,0.429332566669189
0.185108000443115,0.257111124048828,0.557780875508057
0.100657505156823,0.558316906673241,0.341025588169935
0.106215773896734,0.162433731650617,0.73135049445265
0.198126471055113,0.38501883861742,0.416854690327467
0.00662531451186147,0.362837297326239,0.630537388161899
0.00705984798463183,0.366615820175092,0.626324331840276
0.144825329262795,0.546368459905814,0.308806210831391
0.116677726887727,0.381981860264879,0.501340412847394
0.246932167554709,0.112681507918923,0.640386324526368
0.1020662771279,0.241066458980597,0.656867263891502
0.568046760921725,0.150344119188154,0.281609119890121
0.100123521761375,0.259712549230657,0.640163929007968
0.155005689363312,0.403347382670296,0.441646927966392
0.0487719731300464,0.764712696881836,0.186515329988117
0.0442654763988242,0.183454195237135,0.77228032836404
0.0194733617704688,0.3841916959585,0.596334942271031
0.132999577791007,0.42002736076194,0.446973061447052
0.0071922504683527,0.518865417630371,0.473942331901276
0.0296736654821845,0.41958089569465,0.550745438823165
0.0745394451599201,0.291961406140505,0.633499148699575
0.0247126111807011,0.339145297359695,0.636142091459604
0.117616342025047,0.0872056071311225,0.795178050843831
0.00809558709815517,0.240417042300261,0.751487370601583
0.251372525179507,0.352954575033268,0.395672899787225
0.00909803589449433,0.311784204000455,0.679117760105051
0.0137840514722934,0.322188691867683,0.664027256660023
0.00553352707541935,0.0972123144440792,0.897254158480501
0.0894903506935046,0.247421618918463,0.663088030388032
0.107737443749263,0.482535327582453,0.409727228668284
0.0195659226258119,0.32877893645947,0.651655140914718
0.00745459262233779,0.146080576202884,0.846464831174778
0.0932664879859309,0.267150475987955,0.639583036026114
0.0400147754260568,0.203859912797157,0.756125311776787
0.0943496611168132,0.113788042431687,0.791862296451499
0.431547269868307,0.200282045539655,0.368170684592038
0.0100646734803811,0.371332158395285,0.618603168124334
0.0618170936892099,0.548471761709157,0.389711144601633
0.019497157857465,0.194036314469447,0.786466527673088
0.0130855613552557,0.297644567028461,0.689269871616283
0.0726269644768885,0.397477101630787,0.529895933892325
0.0732249931063404,0.270015887046867,0.656759119846792
0.218111251291536,0.179043455898469,0.602845292809995
0.0407945120975904,0.0932013607632051,0.866004127139204
0.0797971692912215,0.497583873901602,0.422618956807176
0.217759775349793,0.136544196808989,0.645696027841218
0.0514552770902543,0.212041904958732,0.736502817951014
0.204228413552783,0.342513721190142,0.453257865257074
0.0497749134849834,0.521539430068967,0.42868565644605
0.0338438696165691,0.174634605207967,0.791521525175464
0.356325327519262,0.182068464427238,0.4616062080535
0.0100309693649369,0.522951032801241,0.467017997833822
0.0431868692947524,0.168713818327697,0.78809931237755
0.133325431244281,0.118251595794487,0.748422972961232
0.0761769018968308,0.627797965798883,0.296025132304287
0.269532077371997,0.345509111507699,0.384958811120304
0.021419789134493,0.138728952321037,0.839851258544471
0.0107865094274001,0.0782185387712638,0.910994951801336
0.0540940701356029,0.331094492854655,0.614811437009742
0.014139286831652,0.384149965418104,0.601710747750244
0.0236125202401675,0.296483479076537,0.679904000683295
0.0464542745638695,0.199725858275294,0.753819867160836
0.0595091161598139,0.323209060768821,0.617281823071365
0.0354450300200773,0.508708792542411,0.455846177437512
0.269990170954044,0.294044883705779,0.435964945340177
0.188299844365366,0.424708751868033,0.386991403766601
0.055431374282252,0.560836167939049,0.383732457778699
0.216794296522112,0.211326450599823,0.571879252878065
0.140901346206142,0.117657501767154,0.741441152026704
0.0408841446822586,0.35599233408086,0.603123521236882
0.0869728502821664,0.0994393932713,0.813587756446533
0.111863955435307,0.198225724221331,0.689910320343362
0.204519722619751,0.239961983757904,0.555518293622345
0.0838421538167096,0.336483427371551,0.579674418811739
0.418050000000154,0.412202064887748,0.169747935112098
0.0176513357797933,0.563635639685563,0.418713024534644
0.259401760217723,0.192125337331711,0.548472902450566
0.345833156466855,0.202425465157446,0.451741378375699
0.00230795258080835,0.216894242265663,0.780797805153529
0.118319510507607,0.296941445319986,0.584739044172408
0.170654131532607,0.243541254920785,0.585804613546608
0.179772214169347,0.273264053492344,0.546963732338309
0.132757603207161,0.243281257227115,0.623961139565724
0.0102178477764347,0.377535154483053,0.612246997740513
0.122525441752477,0.295587810377721,0.581886747869802
0.00674311944630182,0.434883628244847,0.558373252308851
0.0609015672382324,0.166560953357266,0.772537479404502
0.0201928051527094,0.217694915223891,0.762112279623399
0.163594589417215,0.443305027743897,0.393100382838888
0.0132170005056931,0.393035800794947,0.593747198699361
0.0603461166119423,0.139647908472855,0.800005974915203
0.0132208002488831,0.700891517811235,0.285887681939882
0.040613805066553,0.239494731791154,0.719891463142293
0.0288698751099261,0.639601664320975,0.331528460569099
0.0922415868409557,0.277820420541862,0.629937992617182
0.0154883128208676,0.309361997994706,0.675149689184427
0.237913483900631,0.308448084100261,0.453638431999108
0.210811382222075,0.170389780068538,0.618798837709387
0.127569429002436,0.183108257101239,0.689322313896325
0.0894781108642932,0.378894687021291,0.531627202114415
0.345180774455556,0.342644409674884,0.31217481586956
0.0610824654494233,0.348756983577349,0.590160550973228
0.208277490900386,0.264687966257911,0.527034542841702
0.100185802047393,0.211336923495148,0.688477274457459
0.281726863541621,0.170017056999741,0.548256079458638
0.368705423892105,0.222360443478682,0.408934132629213
0.151439402660635,0.302676809037412,0.545883788301953
0.0522565976062978,0.233376974113392,0.71436642828031
0.0468744615124697,0.305745078471022,0.647380460016508
0.14638976278963,0.273415589608266,0.580194647602104
0.0545669704572114,0.420831674329584,0.524601355213205
0.0884525207891729,0.26655563717574,0.644991842035087
0.115400683162136,0.211223180981127,0.673376135856737
0.0128224834481294,0.276611241821114,0.710566274730756
0.0247483358732788,0.149410344066046,0.825841320060675
0.0632854759664313,0.541710326665151,0.395004197368417
0.0610176477621767,0.425667369605934,0.51331498263189
0.10901472102714,0.303341181218305,0.587644097754555
0.0346301203902632,0.236183390466744,0.729186489142993
0.0631779089341656,0.438472598953801,0.498349492112034
0.14439973134713,0.36455043418471,0.49104983446816
0.0259207470320451,0.418374121365306,0.555705131602648
0.128174748282786,0.421245997656603,0.450579254060611
0.0152546549368844,0.424315912763238,0.560429432299878
0.0518140119083981,0.272282277053371,0.675903711038231
0.104800016113267,0.595859590034167,0.299340393852566
0.208028398970425,0.491577199962893,0.300394401066682
0.07013091137238,0.284413044499499,0.645456044128121
0.292236089802306,0.308233252869971,0.399530657327723
0.200922988717297,0.295800278720798,0.503276732561905
0.233485864457888,0.42390800981705,0.342606125725061
0.132931729469957,0.50595143698738,0.361116833542663
0.269430893095542,0.207348022176156,0.523221084728303
0.063964276881742,0.111444855520427,0.824590867597831
0.0854306643287022,0.567537416552566,0.347031919118732
0.0624363851689507,0.259411435044319,0.678152179786731
0.155624621744839,0.208404255114002,0.635971123141159
0.0953057091110734,0.328869012796389,0.575825278092538
0.0336399687586147,0.275552355206598,0.690807676034787
0.154850471936047,0.352151635140877,0.492997892923077
0.0110170289559136,0.488099040930858,0.500883930113228
0.200226313904852,0.315664047749479,0.484109638345669
0.00679530062666701,0.51133816617931,0.481866533194022
0.148768508676292,0.342818658922806,0.508412832400903
0.08482560122324,0.188914075352404,0.726260323424356
0.0396566999535039,0.469003096564668,0.491340203481828
0.0669179161383429,0.34644676321432,0.586635320647337
0.0300408544846362,0.221199160451861,0.748759985063503
0.0254926619952077,0.2324778009413,0.742029537063492
0.12810143626281,0.388457864201326,0.483440699535864
0.0382601330268108,0.178921550162553,0.782818316810636
0.137482430460778,0.132693318589482,0.729824250949739
0.196713905329337,0.497254992957384,0.306031101713279
0.284814815996956,0.495474436189713,0.219710747813331
0.209375805540296,0.31371630374325,0.476907890716454
0.046049475004652,0.416486764523958,0.537463760471391
0.0423950128477041,0.736748552596194,0.220856434556102
0.119267235887405,0.283469582686377,0.597263181426218
0.132762859707495,0.190084350807752,0.677152789484753
0.133709653201047,0.397689049004137,0.468601297794816
0.0423037125485409,0.647472694578159,0.3102235928733
0.184234154000447,0.425260572897676,0.390505273101876
0.0521682525987454,0.547249357762499,0.400582389638755
0.199377424062413,0.197989337729172,0.602633238208415
0.0766350234989373,0.337710184297506,0.585654792203557
0.0326944754491338,0.531906819051112,0.435398705499754
0.0696558556027421,0.225467596344454,0.704876548052804
0.211919532435089,0.285130192262259,0.502950275302652
0.0377407549570222,0.313799462998722,0.648459782044255
0.130070164075181,0.296968703698785,0.572961132226034
0.0701171478614434,0.288805804585219,0.641077047553337
0.145314043853755,0.157310966627937,0.697374989518307
0.0112314241612655,0.616806527639969,0.371962048198766
0.262453785638192,0.245805154622984,0.491741059738825
0.111766116678507,0.536203952866949,0.352029930454544
0.0447076685022556,0.206610585206495,0.748681746291249
0.179374692223201,0.0923878247178762,0.728237483058923
0.194324708864324,0.0626610561881034,0.743014234947573
0.0117837650171843,0.213268519101977,0.774947715880839
0.156682785906732,0.245894420499801,0.597422793593466
0.217463673000121,0.413233742544659,0.36930258445522
0.0475677704973624,0.216762335128411,0.735669894374227
0.139898476529202,0.0910020880507668,0.769099435420031
0.284531646326387,0.22952833074017,0.485940022933443
0.239533856893104,0.0234347529319799,0.737031390174916
0.194639485024156,0.237884702207639,0.567475812768206
0.445174167068634,0.157406971636018,0.397418861295348
0.000573759340592016,0.386581593860647,0.612844646798761
0.214323316955034,0.411850105360411,0.373826577684555
0.0257843167322067,0.486528298646119,0.487687384621674
0.380690346856996,0.312981503650064,0.30632814949294
0.0142546758472482,0.490640632700015,0.495104691452737
0.252367342986435,0.31699649764485,0.430636159368715
0.0796285840630634,0.516238929978663,0.404132485958274
0.0638346000999104,0.386048799257722,0.550116600642368
0.107627544402322,0.368049396833958,0.52432305876372
0.0207519474407479,0.654211812587826,0.325036239971426
0.129242067864663,0.348333135140689,0.522424796994648
0.411391594956862,0.410717568455159,0.17789083658798
0.476206659893769,0.100273652010972,0.423519688095259
0.00653244883805232,0.60952294418032,0.383944606981628
0.174338056061504,0.374251805541299,0.451410138397196
0.0167983245855034,0.242705133462278,0.740496541952219
0.0927622248035535,0.443552318460002,0.463685456736445
0.0838923666867807,0.240607402840787,0.675500230472432
0.113776211004902,0.233966313974554,0.652257475020544
0.0998518175391567,0.4442749921068,0.455873190354043
0.043332761398203,0.267060525150592,0.689606713451205
0.106093688398917,0.352017363616103,0.541888947984979
0.0829712208252289,0.236961882287636,0.680066896887135
0.0221262495351705,0.716430137556774,0.261443612908055
0.00839319852291727,0.351190227458383,0.6404165740187
0.0116311080523011,0.547932569486702,0.440436322460997
0.306947703058575,0.39782372110182,0.295228575839605
0.26873657956135,0.356821348833612,0.374442071605037
0.0419380622025593,0.533589995340716,0.424471942456725
0.00127938036383492,0.323586654121017,0.675133965515148
0.0590457428334669,0.236390096385076,0.704564160781457
0.0621383520588643,0.2692849369498,0.668576710991336
0.0038791309740129,0.451035206553142,0.545085662472845
0.250252438022853,0.198582911795509,0.551164650181638
0.0153205600924902,0.0812460114470937,0.903433428460416
0.0559950503108922,0.24060532421217,0.703399625476938
0.363401793133209,0.12628208260353,0.510316124263262
0.238121234060733,0.24930038039098,0.512578385548287
0.089001753093779,0.65206834636796,0.258929900538261
0.0530839838912205,0.473436479044225,0.473479537064554
0.0589348934658577,0.217808921510143,0.723256185023999
0.164276991121057,0.120688827533272,0.715034181345671
0.0526222526978919,0.359952947705857,0.587424799596251
0.0897344435583766,0.163105991344343,0.747159565097281
0.102138772394017,0.329509957935163,0.56835126967082
0.189207861724007,0.294004757806675,0.516787380469318
0.0948227371009439,0.641326458434904,0.263850804464152
0.107341766046399,0.364684456995209,0.527973776958392
0.105234176361939,0.359526244199647,0.535239579438414
0.117766148396488,0.170632096846327,0.711601754757185
0.370580124325702,0.311934778758862,0.317485096915436
0.0171369588992324,0.477836110510505,0.505026930590263
0.0396218212941397,0.203710716687039,0.756667462018821
0.00501213977119354,0.42271831787671,0.572269542352096
0.0982429163623156,0.261534835243349,0.640222248394335
0.0530421299519716,0.232955957081196,0.714001912966832
0.0383161703816148,0.283179636461256,0.67850419315713
0.0995783209690976,0.502300673383425,0.398121005647477
0.131286045075433,0.293450368745844,0.575263586178722
0.0193290903064563,0.557636992932753,0.423033916760791
0.158209503206133,0.289291235479211,0.552499261314656
0.0369319435633051,0.521872682734858,0.441195373701837
0.200111678084167,0.539807750553967,0.260080571361866
0.0582769323608143,0.345758501783284,0.595964565855902
0.047303372961733,0.381433665139458,0.571262961898809
0.0816071914442319,0.445128138189789,0.473264670365979
0.339148875569636,0.244849312918076,0.416001811512287
0.0719590944381363,0.570422577012464,0.3576183285494
0.112165500371161,0.369621890530615,0.518212609098224
0.114635307471982,0.291709268764239,0.593655423763779
0.0491573243227763,0.439104252305193,0.511738423372031
0.0160150274095119,0.417719216849494,0.566265755740994
0.0535932296561884,0.495846616281356,0.450560154062456
0.144802616825852,0.14954144987629,0.705655933297858
0.140642426524368,0.446887702984581,0.412469870491052
0.0118028376697046,0.628513759539717,0.359683402790579
0.0145819400409495,0.315442877522224,0.669975182436827
0.0127700291334194,0.342493962445876,0.644736008420705
0.112711345801709,0.544916995768814,0.342371658429477
0.169092441945982,0.581023762842752,0.249883795211266
0.231284724599876,0.307767395819928,0.460947879580196
